Date,Close
02-01-2020,5.971746922
03-01-2020,5.876163483
06-01-2020,5.90080595
07-01-2020,5.972245693
08-01-2020,5.983446121
09-01-2020,6.049160004
10-01-2020,6.08151865
13-01-2020,6.27218771
14-01-2020,6.155198574
15-01-2020,6.112633705
16-01-2020,6.196269035
17-01-2020,6.204982281
21-01-2020,6.171627045
22-01-2020,6.225640774
23-01-2020,6.294093132
24-01-2020,6.23485136
27-01-2020,5.978965282
28-01-2020,6.172372818
29-01-2020,6.111886501
30-01-2020,6.118607521
31-01-2020,5.885124683
03-02-2020,5.982201099
04-02-2020,6.151463985
05-02-2020,6.241821289
06-02-2020,6.328692436
07-02-2020,6.262480736
10-02-2020,6.545747757
11-02-2020,6.668214321
12-02-2020,6.783961296
13-02-2020,6.740150452
14-02-2020,7.213339806
18-02-2020,7.38210535
19-02-2020,7.833390236
20-02-2020,7.684040546
21-02-2020,7.319876671
24-02-2020,6.802378178
25-02-2020,6.522847176
26-02-2020,6.662239552
27-02-2020,6.29138279
28-02-2020,6.726499557
02-03-2020,6.884903908
03-03-2020,6.62239027
04-03-2020,7.086149216
05-03-2020,6.806697369
06-03-2020,6.626125813
09-03-2020,6.113051414
10-03-2020,6.502589703
11-03-2020,6.138705254
12-03-2020,5.387525558
13-03-2020,5.998481274
16-03-2020,4.891635895
17-03-2020,5.411435604
18-03-2020,5.05153656
19-03-2020,5.304338455
20-03-2020,5.124512196
23-03-2020,5.297362804
24-03-2020,6.206201553
25-03-2020,6.117534637
26-03-2020,6.40694809
27-03-2020,6.294620514
30-03-2020,6.614917278
31-03-2020,6.565353394
01-04-2020,6.054023266
02-04-2020,6.362864017
03-04-2020,6.074944019
06-04-2020,6.684905052
07-04-2020,6.45153141
08-04-2020,6.648790359
09-04-2020,6.549165726
13-04-2020,6.721019268
14-04-2020,7.072201729
15-04-2020,6.994742393
16-04-2020,7.33994627
17-04-2020,7.280669212
20-04-2020,7.149411678
21-04-2020,6.71255064
22-04-2020,7.126995564
23-04-2020,7.073696613
24-04-2020,7.212673187
27-04-2020,7.399223328
28-04-2020,7.256758213
29-04-2020,7.433594227
30-04-2020,7.279672623
01-05-2020,7.043060303
04-05-2020,7.255013943
05-05-2020,7.316035271
06-05-2020,7.416906834
07-05-2020,7.593244553
08-05-2020,7.783281803
11-05-2020,8.035337448
12-05-2020,7.773318768
13-05-2020,7.750902653
14-05-2020,8.000465393
15-05-2020,8.458995819
18-05-2020,8.717521667
19-05-2020,8.772564888
20-05-2020,8.936451912
21-05-2020,8.742432594
22-05-2020,8.992490768
26-05-2020,8.685146332
27-05-2020,8.493366241
28-05-2020,8.45526123
29-05-2020,8.842306137
01-06-2020,8.773313522
02-06-2020,8.792244911
03-06-2020,8.736703873
04-06-2020,8.737699509
05-06-2020,8.890694618
08-06-2020,8.776070595
09-06-2020,9.016280174
10-06-2020,9.335977554
11-06-2020,8.767351151
12-06-2020,8.903155327
15-06-2020,9.143614769
16-06-2020,9.038705826
17-06-2020,9.205657959
18-06-2020,9.187716484
19-06-2020,9.230822563
22-06-2020,9.495451927
23-06-2020,9.418953896
24-06-2020,9.205158234
25-06-2020,9.458820343
26-06-2020,9.124920845
29-06-2020,9.169775009
30-06-2020,9.466546059
01-07-2020,9.498689651
02-07-2020,9.580668449
06-07-2020,9.80692482
07-07-2020,9.839317322
08-07-2020,10.18243599
09-07-2020,10.47447395
10-07-2020,10.4448204
13-07-2020,10.01922512
14-07-2020,10.34291077
15-07-2020,10.19364738
16-07-2020,10.10145473
17-07-2020,10.16798401
20-07-2020,10.47621822
21-07-2020,10.29456711
22-07-2020,10.40445518
23-07-2020,10.09647274
24-07-2020,10.16100693
27-07-2020,10.3872633
28-07-2020,10.18193722
29-07-2020,10.43111801
30-07-2020,10.57913113
31-07-2020,10.57987881
03-08-2020,10.97407818
04-08-2020,11.1908617
05-08-2020,11.24967003
06-08-2020,11.29825974
07-08-2020,11.16270256
10-08-2020,11.12831974
11-08-2020,10.8143568
12-08-2020,11.40266609
13-08-2020,11.40540886
14-08-2020,11.52600956
17-08-2020,12.29646969
18-08-2020,12.22046947
19-08-2020,12.09862041
20-08-2020,12.10111237
21-08-2020,12.6418314
24-08-2020,12.67846012
25-08-2020,12.70811081
26-08-2020,12.73103619
27-08-2020,12.58676243
