State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Madhya Pradesh",Dhar,Manawar(F&V),Cauliflower,Cauliflower,FAQ,17/07/2025,1300,1500,1400
"Madhya Pradesh",Indore,Indore,Soyabean,Soyabeen,FAQ,17/07/2025,3670,4255,4255
"Madhya Pradesh",Raisen,Udaipura,Paddy(Dhan)(Common),Paddy,FAQ,17/07/2025,3050,3050,3050
"Madhya Pradesh",Rajgarh,Pachaur,Wheat,Wheat,Non-FAQ,17/07/2025,2511,2511,2511
"Madhya Pradesh",Sehore,Sehore,Soyabean,Yellow,FAQ,17/07/2025,4050,4050,4050
"Madhya Pradesh",Shajapur,Shajapur,Onion,Onion,FAQ,17/07/2025,600,651,651
Maharashtra,Ahmednagar,Shrirampur,Cabbage,Other,Local,17/07/2025,800,1000,900
Maharashtra,Ahmednagar,Shrirampur,Coriander(Leaves),Other,Local,17/07/2025,3,5,4
Maharashtra,Ahmednagar,Shrirampur,Methi(Leaves),Other,Local,17/07/2025,10,12,11
Maharashtra,Ahmednagar,Shrirampur,Tomato,Other,Local,17/07/2025,1000,1500,1250
Maharashtra,Nagpur,Kalmeshwar,Coriander(Leaves),Other,Local,17/07/2025,3540,4000,3860
Maharashtra,Pune,Pune(Moshi),Beans,Other,Local,17/07/2025,6000,8000,7000
Maharashtra,Pune,Pune(Moshi),Brinjal,Other,Local,17/07/2025,2000,4000,3000
Maharashtra,Pune,Pune(Moshi),Cauliflower,Other,Local,17/07/2025,1500,2000,1750
Maharashtra,Pune,Pune(Moshi),"Chilly Capsicum",Other,Local,17/07/2025,4000,5000,4500
Maharashtra,Pune,Pune(Moshi),Coriander(Leaves),Other,Local,17/07/2025,8,20,14
Maharashtra,Pune,Pune(Moshi),Cucumbar(Kheera),Other,Local,17/07/2025,1000,2000,1500
Maharashtra,Pune,Pune(Moshi),Drumstick,Other,Local,17/07/2025,3000,7000,5000
Maharashtra,Pune,Pune(Moshi),"Green Chilli",Other,Local,17/07/2025,4000,9000,4500
Maharashtra,Pune,Pune(Moshi),Mint(Pudina),Other,Local,17/07/2025,5,7,6
Maharashtra,Pune,Pune(Moshi),Onion,Local,Local,17/07/2025,300,1500,900
Maharashtra,Pune,Pune(Moshi),Orange,Other,Local,17/07/2025,7000,7000,7000
Maharashtra,Pune,Pune(Moshi),"Pointed gourd (Parval)",Other,Local,17/07/2025,4000,5000,4500
Maharashtra,Pune,Pune(Moshi),Pomegranate,Other,Local,17/07/2025,12000,12000,12000
Maharashtra,Pune,Pune(Moshi),Tomato,Local,Local,17/07/2025,1000,2000,1500
Maharashtra,Pune,Pune(Pimpri),Brinjal,Other,Local,17/07/2025,5500,5500,5500
Maharashtra,Pune,Pune(Pimpri),Spinach,Other,Local,17/07/2025,7,8,8
Maharashtra,Ratnagiri,"Ratnagiri (Nachane)","Bitter gourd",Other,Local,17/07/2025,5000,5500,5300
Maharashtra,Ratnagiri,"Ratnagiri (Nachane)","French Beans (Frasbean)",Other,Local,17/07/2025,5000,6000,5500
Maharashtra,Ratnagiri,"Ratnagiri (Nachane)","Green Chilli",Other,Local,17/07/2025,7500,8000,7800
Maharashtra,Sangli,Islampur,Brinjal,Other,Local,17/07/2025,1500,3000,2300
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Apple,Other,Local,17/07/2025,10000,20000,15000
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Mango,Totapuri,Local,17/07/2025,1000,1800,1400
Maharashtra,Satara,Vai,"Bottle gourd",Other,Local,17/07/2025,2500,3500,3000
Maharashtra,Sholapur,Akluj,Brinjal,Other,Local,17/07/2025,2500,4500,4000
Maharashtra,Sholapur,Akluj,Coriander(Leaves),Other,Local,17/07/2025,5,7,6
Maharashtra,Sholapur,Akluj,Lime,Other,Local,17/07/2025,1,1,1
Maharashtra,Sholapur,Akluj,Methi(Leaves),Other,Local,17/07/2025,5,8,7
Maharashtra,Sholapur,Akluj,Potato,Local,Local,17/07/2025,1500,2000,1800
Maharashtra,Sholapur,Akluj,Tomato,Local,Local,17/07/2025,1000,1800,1500
Maharashtra,Thane,Palghar,Wheat,Other,FAQ,17/07/2025,3220,3220,3220
Nagaland,Kohima,Kohima,Ginger(Green),"Green Ginger",FAQ,17/07/2025,18000,18200,18100
Odisha,Balasore,Jaleswar,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,3800,4200,4000
Odisha,Boudh,Khunthabandha,"Bitter gourd",Other,FAQ,17/07/2025,2500,3500,3000
Odisha,Boudh,Khunthabandha,Brinjal,Other,FAQ,17/07/2025,3500,4500,4000
Odisha,Boudh,Khunthabandha,Tomato,Other,Non-FAQ,17/07/2025,3000,3800,3500
Odisha,Dhenkanal,Kamakhyanagar,Cabbage,Cabbage,FAQ,17/07/2025,2900,3200,3000
Odisha,Dhenkanal,Kamakhyanagar,Cauliflower,Cauliflower,FAQ,17/07/2025,5000,5200,5000
Odisha,Dhenkanal,Kamakhyanagar,"Pointed gourd (Parval)",Other,FAQ,17/07/2025,5000,6000,5500
Odisha,Dhenkanal,Kamakhyanagar,Potato,Potato,Non-FAQ,17/07/2025,1900,2100,2000
Odisha,Dhenkanal,Kamakhyanagar,Tomato,Tomato,Non-FAQ,17/07/2025,4000,4500,4000
Odisha,Jagatsinghpur,Rahama,Fish,Other,FAQ,17/07/2025,12000,43000,18000
Odisha,Jagatsinghpur,Rahama,Rice,Other,FAQ,17/07/2025,3000,6000,4000
Odisha,Kalahandi,Mukhiguda,"Bhindi(Ladies Finger)",Bhindi,FAQ,17/07/2025,1900,4000,2950
Odisha,Kalahandi,Mukhiguda,Tomato,Tomato,FAQ,17/07/2025,3000,6000,4500
Odisha,Mayurbhanja,Karanjia,Fish,Other,FAQ,17/07/2025,18000,19000,19000
Punjab,Amritsar,Rayya,Onion,Red,FAQ,17/07/2025,2100,2100,2100
Punjab,Amritsar,Rayya,Potato,Other,FAQ,17/07/2025,1400,1400,1400
Punjab,Amritsar,Rayya,Raddish,Other,FAQ,17/07/2025,800,800,800
Punjab,Fazilka,Fazilka,Brinjal,Other,FAQ,17/07/2025,1000,2000,1500
Punjab,Fazilka,Fazilka,Garlic,Other,FAQ,17/07/2025,6000,8000,7000
Punjab,Fazilka,Fazilka,"Green Chilli",Other,FAQ,17/07/2025,2000,4000,3000
Punjab,Fazilka,Fazilka,"Jamun(Narale Hannu)",Other,Medium,17/07/2025,8000,10000,9000
Punjab,Fazilka,Fazilka,Mango,Other,Medium,17/07/2025,4000,6000,5000
Punjab,Fazilka,Fazilka,Onion,Other,FAQ,17/07/2025,1500,2500,2000
Punjab,Fazilka,Jalalabad,"Bitter gourd","Bitter Gourd",FAQ,17/07/2025,2700,2800,2750
Punjab,Fazilka,Jalalabad,Ginger(Green),Other,FAQ,17/07/2025,5000,5000,5000
Punjab,Fazilka,Jalalabad,Grapes,Other,Large,17/07/2025,10500,10500,10500
Punjab,Fazilka,Jalalabad,Lemon,Lemon,FAQ,17/07/2025,2500,2650,2600
Punjab,Fazilka,Jalalabad,Pineapple,Other,Large,17/07/2025,4000,4000,4000
Punjab,Fazilka,Jalalabad,Tomato,Other,FAQ,17/07/2025,2500,2600,2550
Punjab,Fazilka,Jalalabad,"Water Melon",Other,Large,17/07/2025,1500,1500,1500
Punjab,Gurdaspur,Gurdaspur,"Bottle gourd",Other,FAQ,17/07/2025,1200,1400,1300
Punjab,Gurdaspur,Gurdaspur,Carrot,Other,FAQ,17/07/2025,1200,1800,1500
Punjab,Gurdaspur,Gurdaspur,Coriander(Leaves),Other,FAQ,17/07/2025,3500,4000,3700
Punjab,Gurdaspur,Gurdaspur,Garlic,Other,FAQ,17/07/2025,5000,6000,5500
Punjab,Gurdaspur,Gurdaspur,Ginger(Dry),Other,FAQ,17/07/2025,3500,4000,3800
Punjab,Gurdaspur,Gurdaspur,Papaya,Other,Medium,17/07/2025,3000,4000,3500
Punjab,Gurdaspur,Gurdaspur,Pomegranate,Other,Medium,17/07/2025,7000,8000,7500
Punjab,Gurdaspur,Gurdaspur,Potato,Other,FAQ,17/07/2025,800,1200,1000
Punjab,Gurdaspur,Kalanaur,"Bottle gourd","Bottle Gourd",FAQ,17/07/2025,900,900,900
Punjab,Gurdaspur,Kalanaur,"Green Chilli","Green Chilly",FAQ,17/07/2025,4000,4000,4000
Punjab,Hoshiarpur,"Garh Shankar",Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,1500,2500,2000
Punjab,Hoshiarpur,"Garh Shankar","Green Chilli","Green Chilly",FAQ,17/07/2025,2000,2500,2200
Punjab,Hoshiarpur,"Garh Shankar",Lemon,Other,FAQ,17/07/2025,2500,3500,3000
Punjab,Hoshiarpur,"Garh Shankar",Papaya,Other,Large,17/07/2025,3000,3500,3200
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi)",Onion,Other,FAQ,17/07/2025,1500,2000,1800
Punjab,Hoshiarpur,Hoshiarpur,Ginger(Green),Other,FAQ,17/07/2025,4000,5000,4500
Punjab,Hoshiarpur,Hoshiarpur,Lemon,Lemon,FAQ,17/07/2025,4000,4500,4200
Punjab,Hoshiarpur,Mukerian,"Bhindi(Ladies Finger)",Other,FAQ,17/07/2025,3000,4000,3500
Punjab,Hoshiarpur,Mukerian,Cauliflower,Cauliflower,FAQ,17/07/2025,2500,4500,3500
Punjab,Hoshiarpur,Mukerian,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,3000,5000,4000
Punjab,Hoshiarpur,Mukerian,Tomato,Tomato,Non-FAQ,17/07/2025,2000,3000,2500
Punjab,Hoshiarpur,Mukerian(Talwara),"Bitter gourd","Bitter Gourd",FAQ,17/07/2025,4000,5000,4500
Punjab,Hoshiarpur,Mukerian(Talwara),"French Beans (Frasbean)","French Beans (Frasbean)",FAQ,17/07/2025,6000,12000,9000
Punjab,Hoshiarpur,Mukerian(Talwara),Spinach,Spinach,FAQ,17/07/2025,4000,6000,5000
Punjab,Hoshiarpur,"Tanda Urmur",Capsicum,Other,FAQ,17/07/2025,8000,9000,8500
Punjab,Hoshiarpur,"Tanda Urmur",Cauliflower,Other,FAQ,17/07/2025,4000,5000,4500
Punjab,Hoshiarpur,"Tanda Urmur",Cucumbar(Kheera),Other,FAQ,17/07/2025,5000,6000,5500
Punjab,Hoshiarpur,"Tanda Urmur",Garlic,Other,FAQ,17/07/2025,9000,11000,10000
Punjab,Hoshiarpur,"Tanda Urmur",Lemon,Other,FAQ,17/07/2025,4000,5000,4500
Punjab,Hoshiarpur,"Tanda Urmur",Plum,Other,Medium,17/07/2025,8000,9000,8500
Punjab,Jalandhar,Mehatpur,Pumpkin,Other,FAQ,17/07/2025,2000,2000,2000
Punjab,Jalandhar,"Phillaur(Apra Mandi)",Brinjal,Other,FAQ,17/07/2025,3000,3000,3000
Punjab,Jalandhar,"Phillaur(Apra Mandi)","Green Chilli",Other,FAQ,17/07/2025,2000,2000,2000
Punjab,Ludhiana,Ludhiana,Onion,Other,FAQ,17/07/2025,600,1900,1100
Punjab,Ludhiana,Sahnewal,Potato,Potato,FAQ,17/07/2025,1100,1100,1100
Punjab,Mohali,Kurali,Lemon,Other,FAQ,17/07/2025,3100,3200,3150
Punjab,Mohali,Kurali,Potato,Other,FAQ,17/07/2025,1100,1200,1150
Punjab,Mohali,Kurali,Tomato,Other,FAQ,17/07/2025,2500,2600,2550
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)","Bitter gourd",Other,FAQ,17/07/2025,3000,3500,3300
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Carrot,Other,FAQ,17/07/2025,2400,2700,2500
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Colacasia,Other,FAQ,17/07/2025,3000,3300,3200
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,4000,4500,4200
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Ginger(Green),Other,FAQ,17/07/2025,5000,5500,5300
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)","Mousambi(Sweet Lime)",Other,Medium,17/07/2025,5000,5500,5300
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Potato,Other,FAQ,17/07/2025,500,600,550
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Potato,Potato,FAQ,17/07/2025,1000,1200,1100
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Pumpkin,Other,FAQ,17/07/2025,1200,1300,1230
Punjab,Nawanshahr,"Nawan Shahar(Subzi Mandi)",Tomato,Other,FAQ,17/07/2025,3000,3300,3200
Punjab,Patiala,Patran,Apple,American,Medium,17/07/2025,9000,19600,15630
Punjab,Patiala,Patran,Garlic,Average,FAQ,17/07/2025,5800,5800,5800
Punjab,Patiala,Patran,Lemon,Other,FAQ,17/07/2025,2500,2500,2500
Punjab,Patiala,Patran,Potato,Other,FAQ,17/07/2025,600,800,730
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Banana,Other,Medium,17/07/2025,1950,3100,3000
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib","Bhindi(Ladies Finger)",Other,FAQ,17/07/2025,2850,3000,2900
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib","Bitter gourd","Bitter Gourd",FAQ,17/07/2025,2850,3000,2900
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Capsicum,Other,FAQ,17/07/2025,5850,6000,5900
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Cauliflower,Other,FAQ,17/07/2025,1850,2000,1900
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib","Green Chilli",Other,FAQ,17/07/2025,3650,3800,3700
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib",Lemon,Lemon,FAQ,17/07/2025,5050,5200,5100
Punjab,"Ropar (Rupnagar)","Chamkaur Sahib","Peas Wet",Other,FAQ,17/07/2025,5850,6000,5900
Rajasthan," Jhunjhunu",Surajgarh,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,17/07/2025,2480,2480,2480
Rajasthan,Balotra,Balotra,Potato,"(Red Nanital)",FAQ,17/07/2025,1100,1200,1150
Rajasthan,Beawar,Beawar,Wheat,Other,FAQ,17/07/2025,2300,2700,2500
Rajasthan,Dausa,Lalsot,Guar,Other,FAQ,17/07/2025,4500,4661,4580
Rajasthan,Ganganagar,"Sriganganagar (F&V)","Bhindi(Ladies Finger)",Other,FAQ,17/07/2025,2800,3200,3000
Rajasthan,Ganganagar,"Sriganganagar (F&V)","Bitter gourd",Other,FAQ,17/07/2025,4800,5200,5000
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Brinjal,Brinjal,FAQ,17/07/2025,2300,2700,2500
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Mango,Other,Medium,17/07/2025,4300,4700,4500
Rajasthan,Ganganagar,"Sriganganagar (F&V)","Mousambi(Sweet Lime)",Mosambi-Organic,Medium,17/07/2025,3600,4000,3800
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Papaya,Other,Medium,17/07/2025,2800,3200,3000
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Pineapple,Other,Medium,17/07/2025,6300,6700,6500
Rajasthan,Ganganagar,Suratgarh,Potato,"(Red Nanital)",FAQ,17/07/2025,800,1200,1100
Rajasthan,Ganganagar,Suratgarh,Tomato,Deshi,FAQ,17/07/2025,1500,1600,1550
Rajasthan,Hanumangarh,Rawatsar,Onion,"1st Sort",FAQ,17/07/2025,1200,1200,1200
Rajasthan,Jaipur,"Jaipur (F&V)",Banana,Other,Medium,17/07/2025,1500,3500,2500
Rajasthan,Jaipur,"Jaipur (F&V)","Bottle gourd","Bottle Gourd",FAQ,17/07/2025,1400,1600,1500
Rajasthan,Jaipur,"Jaipur (F&V)",Brinjal,Other,FAQ,17/07/2025,1500,2600,2050
Rajasthan,Jaipur,"Jaipur (F&V)","Cluster beans","Cluster Beans",FAQ,17/07/2025,7000,8000,7500
Rajasthan,Jaipur,"Jaipur (F&V)",Coriander(Leaves),Coriander,FAQ,17/07/2025,2000,3000,2500
Rajasthan,Jaipur,"Jaipur (F&V)",Ginger(Green),"Green Ginger",FAQ,17/07/2025,3800,4000,3900
Rajasthan,Jaipur,"Jaipur (F&V)",Plum,Other,Medium,17/07/2025,4000,8000,6000
Rajasthan,Jaipur,"Jaipur (F&V)","Pointed gourd (Parval)","Pointed gourd (Parval)",FAQ,17/07/2025,1600,1700,1650
Rajasthan,Jaipur,"Jaipur (F&V)",Spinach,Other,FAQ,17/07/2025,1000,1500,1250
Rajasthan,"Jaipur Rural",Bassi,"Bengal Gram(Gram)(Whole)",999,Non-FAQ,17/07/2025,5550,5550,5550
Rajasthan,"Jaipur Rural",Bassi,"Guar Seed(Cluster Beans Seed)",Other,FAQ,17/07/2025,4833,4890,4861
Rajasthan,Jaisalmer,Jaisalmer,Potato,Potato,FAQ,17/07/2025,1000,1200,1100
Rajasthan,Jalore,Jalore,"Bottle gourd",Other,FAQ,17/07/2025,1200,1500,1300
Rajasthan,Jalore,Jalore,Capsicum,Other,FAQ,17/07/2025,4000,4500,4300
Rajasthan,Jalore,Jalore,Coriander(Leaves),Other,FAQ,17/07/2025,4500,5000,4800
Rajasthan,Jalore,Jalore,"Green Chilli",Other,FAQ,17/07/2025,3000,3500,3300
Rajasthan,Jodhpur,"Jodhpur (Grain)","Bajra(Pearl Millet/Cumbu)",Other,FAQ,17/07/2025,2400,2800,2600
Rajasthan,Jodhpur,"Jodhpur (Grain)","Isabgul (Psyllium)",Other,FAQ,17/07/2025,8500,11500,10000
Rajasthan,"Jodhpur Rural","Ositan Mathania",Guar,Gwar,FAQ,17/07/2025,4800,5000,4900
Rajasthan,"Jodhpur Rural","Ositan Mathania",Mustard,Other,FAQ,17/07/2025,6100,6300,6200
Rajasthan,Udaipur,"Udaipur (F&V)",Carrot,Other,FAQ,17/07/2025,2500,3000,2750
Rajasthan,Udaipur,"Udaipur (F&V)",Colacasia,Arabi,FAQ,17/07/2025,1500,2000,1750
Rajasthan,Udaipur,"Udaipur (F&V)",Ginger(Green),Other,FAQ,17/07/2025,1500,2000,1750
Rajasthan,Udaipur,"Udaipur (F&V)","Green Chilli",Other,FAQ,17/07/2025,3000,6000,4500
Rajasthan,Udaipur,"Udaipur (F&V)",Lemon,Other,FAQ,17/07/2025,1500,2000,1750
Rajasthan,Udaipur,"Udaipur (F&V)",Mint(Pudina),Mint(Pudina),FAQ,17/07/2025,1000,1000,1000
Rajasthan,Udaipur,"Udaipur (F&V)",Onion,Other,FAQ,17/07/2025,1000,1500,1250
Rajasthan,Udaipur,"Udaipur (F&V)",Pomegranate,Other,Large,17/07/2025,4000,8000,6000
Rajasthan,Udaipur,"Udaipur (F&V)",Potato,Other,FAQ,17/07/2025,1000,1500,1250
Rajasthan,Udaipur,"Udaipur (F&V)",Tomato,Other,FAQ,17/07/2025,1500,3300,2400
Telangana,Hyderabad,"L B Nagar","Bottle gourd","Bottle Gourd",FAQ,17/07/2025,500,1000,800
Telangana,Hyderabad,"L B Nagar",Cabbage,Cabbage,FAQ,17/07/2025,800,1000,900
Telangana,Hyderabad,"L B Nagar",Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,1000,2000,1500
Telangana,Hyderabad,"L B Nagar","Field Pea","Field Pea",FAQ,17/07/2025,4000,6000,5000
Telangana,Karimnagar,Gangadhara,Paddy(Dhan)(Common),"I.R. 64",FAQ,17/07/2025,2300,2300,2300
Telangana,Karimnagar,Husnabad,Maize,Medium,Non-FAQ,17/07/2025,2230,2300,2275
Telangana,Khammam,Sattupalli,Paddy(Dhan)(Common),Common,Non-FAQ,17/07/2025,2200,2400,2300
Telangana,Nalgonda,Devarakonda,Paddy(Dhan)(Common),MTU-1010,FAQ,17/07/2025,2300,2300,2300
Telangana,Nalgonda,Devarkonda(Dindi),Paddy(Dhan)(Common),MTU-1010,Non-FAQ,17/07/2025,2300,2300,2300
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Cauliflower,"African Sarson",FAQ,17/07/2025,2300,2300,2300
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Drumstick,Drumstick,FAQ,17/07/2025,500,500,500
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Potato,"(Red Nanital)",FAQ,17/07/2025,2400,2400,2400
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Ridgeguard(Tori),Other,FAQ,17/07/2025,3800,3800,3800
Telangana,Warangal,Warangal,"Cluster beans","Cluster Beans",FAQ,17/07/2025,3000,3400,3200
Telangana,Warangal,Warangal,Colacasia,Colacasia,FAQ,17/07/2025,3000,3400,3200
Tripura,Gomati,Nutanbazar,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,4850,5000,4950
Tripura,Khowai,Teliamura,"Bhindi(Ladies Finger)",Bhindi,FAQ,17/07/2025,2000,2200,2100
Tripura,Khowai,Teliamura,Cowpea(Veg),"Cowpea (Veg)",FAQ,17/07/2025,3200,3400,3300
Tripura,Khowai,Teliamura,"Green Chilli","Green Chilly",FAQ,17/07/2025,14000,14200,14100
Tripura,Khowai,Teliamura,"Pointed gourd (Parval)","Pointed gourd (Parval)",FAQ,17/07/2025,2500,2700,2600
Tripura,"North Tripura",Dasda,Brinjal,Round/Long,FAQ,17/07/2025,1500,2000,1750
Tripura,"North Tripura",Dasda,Potato,Local,FAQ,17/07/2025,1700,1900,1800
Tripura,"North Tripura",Dasda,Rice,Masuri,FAQ,17/07/2025,3300,3500,3400
"Uttar Pradesh",Agra,Achnera,Banana,"Banana - Ripe",Medium,17/07/2025,2440,2520,2480
"Uttar Pradesh",Agra,Fatehabad,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,17/07/2025,1800,2400,2200
"Uttar Pradesh",Agra,Fatehabad,Pumpkin,Pumpkin,FAQ,17/07/2025,800,1200,1000
"Uttar Pradesh",Aligarh,Charra,Maize,Hybrid,FAQ,17/07/2025,1900,2000,1950
"Uttar Pradesh",Aligarh,Khair,"Green Chilli","Green Chilly",FAQ,17/07/2025,3200,4000,3800
"Uttar Pradesh",Amethi,Sultanpur,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,17/07/2025,10245,10280,10260
"Uttar Pradesh",Amethi,Sultanpur,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,17/07/2025,9930,9975,9950
"Uttar Pradesh",Amethi,Sultanpur,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,2080,2150,2100
"Uttar Pradesh",Amethi,Sultanpur,Onion,Red,Non-FAQ,17/07/2025,1200,1235,1225
"Uttar Pradesh",Amethi,Sultanpur,Pomegranate,Pomogranate,Medium,17/07/2025,7680,7725,7700
"Uttar Pradesh",Amethi,Sultanpur,Potato,Desi,Non-FAQ,17/07/2025,1080,1120,1095
"Uttar Pradesh",Ayodhya,Faizabad,"Bottle gourd","Bottle Gourd",FAQ,17/07/2025,1210,1460,1370
"Uttar Pradesh",Ayodhya,Faizabad,Brinjal,Round/Long,FAQ,17/07/2025,1600,1780,1620
"Uttar Pradesh",Ayodhya,Faizabad,"Lentil (Masur)(Whole)","Masoor Gola",FAQ,17/07/2025,6500,6790,6770
"Uttar Pradesh",Ayodhya,Faizabad,Sugar,Chini,FAQ,17/07/2025,4020,4170,4130
"Uttar Pradesh",Ayodhya,Faizabad,Tomato,Deshi,FAQ,17/07/2025,2700,2900,2850
"Uttar Pradesh",Badaun,Badayoun,"Bitter gourd","Bitter Gourd",FAQ,17/07/2025,2050,2200,2110
"Uttar Pradesh",Badaun,Badayoun,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,1970,2100,2020
"Uttar Pradesh",Badaun,Badayoun,Garlic,Garlic,FAQ,17/07/2025,6400,6530,6460
"Uttar Pradesh",Badaun,Badayoun,Lemon,Lemon,FAQ,17/07/2025,4850,5100,5000
"Uttar Pradesh",Badaun,Badayoun,Rice,III,FAQ,17/07/2025,3350,3430,3385
"Uttar Pradesh",Badaun,Badayoun,Tomato,Deshi,FAQ,17/07/2025,2900,3030,2960
"Uttar Pradesh",Badaun,Shahaswan,Onion,Red,Non-FAQ,17/07/2025,1400,1500,1450
"Uttar Pradesh",Badaun,Wazirganj,"Green Chilli","Green Chilly",FAQ,17/07/2025,3900,3975,3925
"Uttar Pradesh",Badaun,Wazirganj,Tomato,Deshi,FAQ,17/07/2025,2900,2975,2950
"Uttar Pradesh",Ballia,Rasda,Banana,"Banana - Ripe",Medium,17/07/2025,2755,2890,2810
"Uttar Pradesh",Ballia,Rasda,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,17/07/2025,6610,6725,6675
"Uttar Pradesh",Ballia,Rasda,"Bhindi(Ladies Finger)",Bhindi,FAQ,17/07/2025,1765,1900,1840
"Uttar Pradesh",Ballia,Rasda,Garlic,Average,FAQ,17/07/2025,6425,6540,6480
"Uttar Pradesh",Ballia,Rasda,Ginger(Green),"Green Ginger",FAQ,17/07/2025,3900,4020,3965
"Uttar Pradesh",Ballia,Rasda,"Green Chilli","Green Chilly",FAQ,17/07/2025,3760,3920,3830
"Uttar Pradesh",Ballia,Rasda,Tomato,Deshi,FAQ,17/07/2025,2780,2925,2840
"Uttar Pradesh",Balrampur,Tulsipur,Tomato,Deshi,FAQ,17/07/2025,2800,2850,2825
"Uttar Pradesh",Bareilly,Anwala,Cucumbar(Kheera),Cucumbar,FAQ,17/07/2025,2500,3000,2800
"Uttar Pradesh",Bareilly,Anwala,Onion,Red,FAQ,17/07/2025,1000,1200,1100
"Uttar Pradesh",Bareilly,Anwala,Tomato,Deshi,FAQ,17/07/2025,2500,3000,2800
"Uttar Pradesh",Bulandshahar,Gulavati,Brinjal,Other,FAQ,17/07/2025,700,900,800
"Uttar Pradesh",Bulandshahar,Gulavati,Lemon,Other,FAQ,17/07/2025,10100,10300,10200
"Uttar Pradesh",Bulandshahar,Gulavati,Potato,Desi,FAQ,17/07/2025,900,1100,1000
"Uttar Pradesh",Bulandshahar,Gulavati,"Sponge gourd",Other,FAQ,17/07/2025,1300,1500,1400
"Uttar Pradesh",Bulandshahar,Sikarpur,Cauliflower,Cauliflower,FAQ,17/07/2025,2900,3000,2950
"Uttar Pradesh",Bulandshahar,Sikarpur,Ginger(Green),"Green Ginger",FAQ,17/07/2025,4200,4400,4300
"Uttar Pradesh",Deoria,Devariya,Onion,Red,FAQ,17/07/2025,1370,1390,1380
"Uttar Pradesh",Deoria,Devariya,Potato,Potato,FAQ,17/07/2025,1250,1265,1255
"Uttar Pradesh",Etah,Awagarh,"Bottle gourd","Bottle Gourd",FAQ,17/07/2025,1000,1250,1100
"Uttar Pradesh",Etawah,Jasvantnagar,Maize,Yellow,FAQ,17/07/2025,2000,2090,2045
"Uttar Pradesh",Fatehpur,Kishunpur,Rice,Common,FAQ,17/07/2025,2350,2450,2400
"Uttar Pradesh",Fatehpur,Kishunpur,Wheat,Dara,FAQ,17/07/2025,2400,2500,2450
"Uttar Pradesh",Hathras,Sikandraraau,Wheat,Dara,FAQ,17/07/2025,2425,2460,2445
"Uttar Pradesh","Jalaun (Orai)",Jalaun,Cauliflower,Cauliflower,FAQ,17/07/2025,3000,3000,3000
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Bengal Gram(Gram)(Whole)","Desi (Whole)",FAQ,17/07/2025,6520,6720,6620
"Uttar Pradesh","Kanpur Dehat",Jhijhank,Wood,"Beete (Rose)",FAQ,17/07/2025,500,510,505
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Brinjal,Other,FAQ,17/07/2025,1700,1780,1740
