Date,AMD_Close,INTC_Close,NVDA_Close
07-12-2020,94.06999969,45.38206863,13.57011223
08-12-2020,92.91999817,45.82504272,13.3140564
09-12-2020,89.83000183,45.26455307,12.8959322
10-12-2020,91.66000366,45.43630219,12.93732166
11-12-2020,91.65000153,44.95718384,12.9782114
14-12-2020,94.77999878,45.62616348,13.27291489
15-12-2020,97.12000275,45.80695343,13.32452774
16-12-2020,96.84999847,46.21377182,13.20684433
17-12-2020,96.83999634,45.78887939,13.30532742
18-12-2020,95.91999817,42.90504074,13.23626518
21-12-2020,93.23000336,41.91061401,13.29634953
22-12-2020,93.16000366,41.73884964,13.24249649
23-12-2020,91.55000305,42.10045624,12.97422218
24-12-2020,91.80999756,42.55246735,12.95876122
28-12-2020,91.59999847,42.55246735,12.86526775
29-12-2020,90.62000275,44.64980316,12.90840054
30-12-2020,92.29000092,44.0712471,13.11035252
31-12-2020,91.70999908,45.03853989,13.01984978
04-01-2021,92.30000305,44.90293503,13.0781908
05-01-2021,92.76999664,45.75272751,13.36865807
06-01-2021,90.33000183,46.19569778,12.58053493
07-01-2021,95.16000366,47.18107986,13.30806923
08-01-2021,94.58000183,46.69290924,13.24100113
11-01-2021,97.25,46.59347153,13.5848217
12-01-2021,95.36000061,48.13030624,13.44844246
13-01-2021,91.77999878,51.48424149,13.49531364
14-01-2021,90.79000092,53.56349945,13.16470718
15-01-2021,88.20999908,52.05377579,12.82487488
19-01-2021,89.44999695,52.42443466,12.99018097
20-01-2021,88.75,53.03915787,13.32976246
21-01-2021,91.52999878,56.46541595,13.83016109
22-01-2021,92.79000092,51.2220726,13.67558002
25-01-2021,94.12999725,50.11916351,13.6164875
26-01-2021,94.70999908,49.91123581,13.39907646
27-01-2021,88.83999634,48.44671631,12.88296986
28-01-2021,87.51999664,50.68870544,13.01586151
29-01-2021,85.63999939,50.1824379,12.95477486
01-02-2021,87.66000366,51.24918747,13.20136166
02-02-2021,88.86000061,52.43346024,13.52024746
03-02-2021,87.88999939,52.1441803,13.49406624
04-02-2021,87.83999634,53.47025681,13.62745953
05-02-2021,87.90000153,52.91545105,13.55440617
08-02-2021,91.47000122,53.8067627,14.39987373
09-02-2021,90.91000366,53.46115494,14.22484684
10-02-2021,92.34999847,53.53392029,14.72449684
11-02-2021,92.66000366,55.17103958,15.20968437
12-02-2021,93.76999664,56.21697998,14.92096615
16-02-2021,91.45999908,56.81725693,15.28897095
17-02-2021,89.94000244,56.25336075,14.86586475
18-02-2021,88.63999939,56.03507614,14.78907013
19-02-2021,89.58000183,57.30839157,14.88630867
22-02-2021,85.37000275,55.21651459,14.31709576
23-02-2021,84.73999786,55.58940506,14.10392284
24-02-2021,86.94000244,57.47210312,14.45996094
25-02-2021,82.41999817,54.93456268,13.27166843
26-02-2021,84.51000214,55.28017426,13.67757416
01-03-2021,86.38999939,57.19015884,13.8044796
02-03-2021,84.12999725,55.69856262,13.37015438
03-03-2021,80.86000061,54.47981262,12.77027321
04-03-2021,77.75,53.05187988,12.33694077
05-03-2021,78.51999664,55.24380112,12.42794609
08-03-2021,73.95999908,54.43432999,11.56203556
09-03-2021,78.52999878,56.99915314,12.49084854
10-03-2021,77.51999664,56.6171608,12.43896961
11-03-2021,81.23000336,57.58124542,12.96298504
12-03-2021,81.05000305,57.20834732,12.82580948
15-03-2021,82.5,58.01781082,13.16027164
16-03-2021,82.75,58.91823578,13.26003742
17-03-2021,82.62999725,59.82774353,13.30991936
18-03-2021,78.12000275,57.96324539,12.69262218
19-03-2021,79.05999756,57.99052811,12.81558323
22-03-2021,80.30000305,59.69131088,13.15528584
23-03-2021,78.37999725,57.73586273,13.04005718
24-03-2021,76.48000336,56.42616653,12.61330891
25-03-2021,76.22000122,56.40797424,12.5058136
26-03-2021,77.41000366,59.00008392,12.8090992
29-03-2021,77.13999939,58.66357422,12.91784286
30-03-2021,76,57.9996109,12.84152412
31-03-2021,78.5,58.20881271,13.31690407
01-04-2021,81.08999634,58.70904541,13.77931499
05-04-2021,81.43000031,60.51897812,13.95465279
06-04-2021,81.44000244,59.62765121,13.82894993
07-04-2021,82.19999695,60.25522232,14.11028481
08-04-2021,83.34999847,60.98282623,14.28337955
09-04-2021,82.76000214,62.08332062,14.36618519
12-04-2021,78.58000183,59.49121857,15.17328453
13-04-2021,80.19000244,59.31842041,15.64267921
14-04-2021,78.55000305,58.38161469,15.24112701
15-04-2021,83.01000214,59.13650513,16.0993576
16-04-2021,82.15000153,58.89094543,15.87513447
19-04-2021,81.11000061,57.87229156,15.32567501
20-04-2021,79.26999664,57.02644348,15.13562393
21-04-2021,81.61000061,57.93596268,15.32442951
22-04-2021,79.05999756,56.90820694,14.81537819
23-04-2021,82.76000214,53.87953568,15.22940254
26-04-2021,85.41000366,53.44296265,15.4416523
27-04-2021,85.20999908,52.72444534,15.34562778
28-04-2021,84.01999664,52.40611267,15.24087715
29-04-2021,83.91000366,53.00639343,15.28876209
30-04-2021,81.62000275,52.3242569,14.97425175
03-05-2021,78.55000305,52.07869339,14.80190849
04-05-2021,78.61000061,51.75127029,14.3175478
05-05-2021,77.83000183,51.7057991,14.42454529
06-05-2021,77.88999939,52.335392,14.48889542
07-05-2021,78.80999756,52.77464676,14.77746677
10-05-2021,75.98999786,51.21895599,14.23224926
11-05-2021,76.83000183,50.36789703,14.27265263
12-05-2021,74.63999939,49.06843185,13.72618961
13-05-2021,73.08999634,49.4253273,13.63315868
14-05-2021,74.58999634,50.65159225,14.20955563
17-05-2021,74.65000153,50.63328171,14.13223457
18-05-2021,74.44000244,50.1848793,13.98283577
19-05-2021,76.23000336,50.66072845,14.03271866
20-05-2021,78.05999756,51.20064926,14.57818508
21-05-2021,77.16999817,51.31962585,14.95654297
24-05-2021,77.44000244,52.12491608,15.57533836
25-05-2021,77.86000061,52.04255676,15.61100388
26-05-2021,78.33999634,52.08831787,15.66313171
27-05-2021,78.41999817,52.8295517,15.45162868
28-05-2021,80.08000183,52.2713356,16.20635414
01-06-2021,80.80999756,52.06085968,16.22630882
02-06-2021,81.97000122,52.60077286,16.73884964
03-06-2021,80.27999878,51.46604156,16.92989731
04-06-2021,81.58000183,52.50011444,17.53697014
07-06-2021,81.34999847,52.24387741,17.57762337
08-06-2021,80.88999939,52.16152573,17.4160099
09-06-2021,79.95999908,52.16152573,17.321455
10-06-2021,81.55999756,52.50926208,17.38806725
11-06-2021,81.30999756,52.9393692,17.78746796
14-06-2021,81.55000305,53.25051117,17.98055077
15-06-2021,80.47000122,53.06748962,17.75079155
16-06-2021,80.11000061,52.36285019,17.77249718
17-06-2021,84.55999756,52.32624054,18.61770058
18-06-2021,84.65000153,50.94441986,18.59924507
21-06-2021,82.58999634,51.12744141,18.38818932
22-06-2021,83.58000183,51.12744141,18.84671593
23-06-2021,83.81999969,50.5692215,19.01685524
24-06-2021,86.09999847,51.31046677,19.1647892
25-06-2021,85.62000275,51.16404724,18.99066162
28-06-2021,87.08000183,52.60077286,19.9426384
29-06-2021,89.51999664,51.93274689,19.98429871
30-06-2021,93.93000031,51.37452316,19.96010399
01-07-2021,93.30999756,51.2555542,20.16915512
02-07-2021,94.69999695,51.94189835,20.44357491
06-07-2021,94.47000122,51.32876968,20.65462303
07-07-2021,90.54000092,51.20980072,20.3285675
08-07-2021,89.73999786,50.68819427,19.86055946
09-07-2021,90.90000153,51.23726273,20.00774765
12-07-2021,90.80999756,51.91444397,20.46901894
13-07-2021,90.26000214,52.04255676,20.20707512
14-07-2021,89.05000305,51.72227478,19.79944038
15-07-2021,86.93000031,51.07253647,18.92604828
16-07-2021,85.88999939,50.30383301,18.12250328
19-07-2021,86.58000183,50.00185394,18.73994446
20-07-2021,87.11000061,50.55091858,18.57254791
21-07-2021,89.41000366,51.45688248,19.36885452
22-07-2021,91.20999908,51.20980072,19.55246925
23-07-2021,92.15000153,48.50106049,19.51654243
26-07-2021,91.81999969,49.69987106,19.25310326
27-07-2021,91.02999878,48.66579437,19.1672802
28-07-2021,97.93000031,48.56512451,19.46166229
29-07-2021,102.9499969,49.14163971,19.62032509
30-07-2021,106.1900024,49.15995026,19.4576664
02-08-2021,108.6299973,49.12334824,19.70813751
03-08-2021,112.5599976,49.47108841,19.772995
04-08-2021,118.7699966,49.32466507,20.23101997
05-08-2021,112.3499985,49.63599014,20.5932579
06-08-2021,110.1100006,49.66361618,20.32282639
09-08-2021,107.5800018,49.78335571,20.25197601
10-08-2021,106.4800034,49.68204117,19.89374352
11-08-2021,107.6800003,49.86624908,19.65724182
12-08-2021,106.5,49.31360626,19.86280632
13-08-2021,110.5500031,49.26755524,20.14520454
16-08-2021,107.4800034,49.24913025,19.90770912
17-08-2021,107.5599976,48.53071594,19.41675949
18-08-2021,103.4400024,48.07017899,18.99964333
19-08-2021,103.6999969,48.30044556,19.75603676
20-08-2021,104.6500015,47.90438843,20.77187538
23-08-2021,108.7699966,49.0280838,21.91145706
24-08-2021,107.6500015,49.56230164,21.74680328
25-08-2021,108.3000031,49.56230164,22.16591454
26-08-2021,107.2699966,48.93598175,22.02122498
27-08-2021,111.4000015,49.63599014,22.58801842
30-08-2021,111.3199997,49.68204117,22.63990593
31-08-2021,110.7200012,49.79256821,22.34148979
01-09-2021,109.9899979,49.43334579,22.39738083
02-09-2021,109.1999969,49.48861313,22.35246849
03-09-2021,109.9199982,49.28598404,22.79859924
07-09-2021,109.1500015,49.41493607,22.61795044
08-09-2021,106.1699982,49.34124374,22.29557991
09-09-2021,106.1500015,49.18466568,22.13389206
10-09-2021,105.1999969,49.58993149,22.43431091
13-09-2021,104.8000031,50.64915466,22.10894585
14-09-2021,105.7300034,50.216259,22.19876671
15-09-2021,105.5999985,50.76889038,22.297575
16-09-2021,106.2200012,50.50178146,22.19876671
17-09-2021,103.8799973,49.97677994,21.8574295
20-09-2021,101.5500031,48.79781723,21.07196426
21-09-2021,102.8199997,48.69649887,21.20470428
22-09-2021,104.3799973,49.27677155,21.89835358
23-09-2021,106.1500015,49.76493454,22.43830299
24-09-2021,105.8000031,49.93993759,22.03807831
27-09-2021,108.1600037,50.34519958,21.61789894
28-09-2021,101.5199966,49.73730087,20.6587677
29-09-2021,100.3499985,49.26755524,20.47711945
30-09-2021,102.9000015,49.07413864,20.67573166
01-10-2021,102.4499969,49.60835266,20.70168304
04-10-2021,100.3399963,49.24913025,19.69364548
05-10-2021,101.8099976,49.69124603,20.41125298
06-10-2021,103.6399994,49.71888351,20.65976715
07-10-2021,106.4499969,49.90308762,21.03403854
08-10-2021,105.0599976,49.56230164,20.79050446
11-10-2021,104.6800003,49.22150803,20.65477562
12-10-2021,105.0400009,48.05175781,20.63081932
13-10-2021,109.1600037,48.13465118,20.89830399
14-10-2021,111.9899979,49.64519501,21.70373344
15-10-2021,112.1200027,50.16099548,21.81950378
18-10-2021,116.4300003,50.17020798,22.1788044
19-10-2021,116.3300018,50.85178375,22.24667358
20-10-2021,116.3899994,50.99914932,22.06003952
21-10-2021,119.3300018,51.579422,22.64789391
22-10-2021,119.8199997,45.55568695,22.68182755
25-10-2021,122.3600006,45.50963211,23.12097549
26-10-2021,122.9300003,44.46883392,24.66895676
27-10-2021,122.2799988,44.10961914,24.40347099
28-10-2021,121.1600037,44.28461838,24.892519
29-10-2021,120.2300034,45.13199997,25.51730728
01-11-2021,125.2300034,45.63858032,25.77680016
02-11-2021,127.6299973,45.92411041,26.34968185
03-11-2021,130.5299988,46.41226959,26.54629707
04-11-2021,137.5,46.66083908,29.74307632
05-11-2021,136.3399963,47.22659302,29.69417191
08-11-2021,150.1600037,47.81088638,30.74412537
09-11-2021,148.9199982,47.48627853,30.5974102
10-11-2021,139.8699951,47.07819366,29.40174103
11-11-2021,146.0099945,46.86487579,30.3309269
12-11-2021,147.8899994,46.66083908,30.3309269
15-11-2021,146.4900055,46.67010498,29.96664047
16-11-2021,152.4499969,46.93907547,30.14429474
17-11-2021,151.3399963,46.58663177,29.20412254
18-11-2021,155.0200043,46.07652664,31.61343575
19-11-2021,155.4100037,45.92813873,32.92087555
22-11-2021,152.5200043,46.21565247,31.89388275
23-11-2021,149.9199982,45.53860092,31.68429375
24-11-2021,157.8000031,46.15072632,32.61049652
26-11-2021,154.8099976,45.24180984,31.44176865
29-11-2021,161.9100037,46.37331772,33.31112671
30-11-2021,158.3699951,45.63134766,32.61248779
01-12-2021,149.1100006,45.07486343,31.37774086
02-12-2021,150.6799927,45.90958405,32.06747818
03-12-2021,144.0099945,45.67771912,30.63709259
06-12-2021,139.0599976,47.29151917,29.98228836
07-12-2021,144.8500061,48.7569046,32.36793137
08-12-2021,145.2400055,47.9963913,31.76803017
09-12-2021,138.1000061,46.81850052,30.43445969
10-12-2021,138.5500031,46.92052841,30.14299583
13-12-2021,133.8000031,46.37331772,28.10970688
14-12-2021,135.6000061,46.09507751,28.28538513
15-12-2021,146.5,46.99471664,30.40352058
16-12-2021,138.6399994,47.14311981,28.33529091
17-12-2021,137.75,46.94834518,27.75035858
20-12-2021,135.8000031,46.00233078,27.66850853
21-12-2021,144.25,47.08746338,29.02203941
22-12-2021,143.8800049,47.27296448,29.34644699
23-12-2021,146.1399994,47.58829498,29.58601379
27-12-2021,154.3600006,48.17260361,30.88863182
28-12-2021,153.1499939,48.0056572,30.26676941
29-12-2021,148.2599945,48.07057953,29.94635391
30-12-2021,145.1499939,47.98711014,29.5321064
31-12-2021,143.8999939,47.76451874,29.3574276
03-01-2022,150.2400055,49.35049057,30.06613159
04-01-2022,144.4199982,49.28556442,29.23664474
05-01-2022,136.1499939,49.96260834,27.55371666
06-01-2022,136.2299957,50.09245682,28.12667274
07-01-2022,132,49.56380844,27.19736671
10-01-2022,132,51.20542526,27.35009193
11-01-2022,137.3099976,51.85464096,27.76633072
12-01-2022,137.4700012,51.69697189,27.94799995
13-01-2022,132.7400055,50.95499802,26.52659225
14-01-2022,136.8800049,51.65987778,26.89292336
18-01-2022,131.9299927,50.78806305,25.85581779
19-01-2022,128.2700043,49.73074722,25.02134132
20-01-2022,121.8899994,48.26534653,24.10601234
21-01-2022,118.8099976,48.26534653,23.33142471
24-01-2022,116.5299988,48.17260361,23.32942581
25-01-2022,111.1299973,47.30078125,22.28333664
26-01-2022,110.7099991,47.94073486,22.73052025
27-01-2022,102.5999985,44.5647583,21.90402794
28-01-2022,105.2399979,44.26797104,22.79839706
31-01-2022,114.25,45.27890778,24.44140053
01-02-2022,116.7799988,45.39948273,24.59312248
02-02-2022,122.7600021,45.91886139,25.19602203
03-02-2022,120.0800018,44.77807236,23.9043808
04-02-2022,123.5999985,44.86685181,24.27470589
07-02-2022,123.6699982,45.02573013,24.6829567
08-02-2022,128.2299957,45.61448669,25.0622654
09-02-2022,132.8500061,46.6424675,26.65635681
10-02-2022,125.7699966,45.66120529,25.77696037
11-02-2022,113.1800003,44.51173782,23.90538025
14-02-2022,114.2699966,44.46501541,24.22279739
15-02-2022,121.4700012,45.26870346,26.4467392
16-02-2022,117.6900024,45.07244873,26.46271324
17-02-2022,112.3700027,44.45566559,24.46236038
18-02-2022,113.8300018,42.09130478,23.59893608
22-02-2022,115.6500015,41.76421356,23.34739494
23-02-2022,109.7600021,41.72683334,22.34622192
24-02-2022,116.6100006,43.66130829,23.70474625
25-02-2022,121.0599976,44.58649826,24.11300087
28-02-2022,123.3399963,44.57715607,24.34058189
01-03-2022,113.8300018,43.75475693,23.43423462
02-03-2022,118.2799988,45.67055511,24.18000031
03-03-2022,111.9800034,44.79209137,23.67483902
04-03-2022,108.4100037,44.92292786,22.89812469
07-03-2022,102.9499969,44.55846024,21.31673813
08-03-2022,105.5299988,44.39024734,21.47846794
09-03-2022,111.0500031,44.51173782,22.9759922
10-03-2022,106.4599991,43.60523987,22.62058449
11-03-2022,104.2900009,42.82958603,22.06350327
14-03-2022,102.25,41.49319839,21.29477692
15-03-2022,109.3300018,41.8763504,22.9350605
16-03-2022,115.3700027,43.57720947,24.45554543
17-03-2022,111.6900024,44.05382156,24.72509956
18-03-2022,113.4599991,44.3435173,26.4093132
21-03-2022,115.9199982,44.2874527,26.68984985
22-03-2022,114.7799988,45.22197723,26.480196
23-03-2022,113.9199982,45.10983658,25.59166718
