Date,AMD_Close,INTC_Close,NVDA_Close
02-01-2020,49.09999847,53.66646957,5.971746922
03-01-2020,48.59999847,53.01371384,5.876163483
06-01-2020,48.38999939,52.86376572,5.90080595
07-01-2020,48.25,51.98167038,5.972245693
08-01-2020,47.83000183,52.01695633,5.983446121
09-01-2020,48.97000122,52.30804443,6.049160004
10-01-2020,48.16999817,51.9905014,6.08151865
13-01-2020,48.75,52.5638504,6.27218771
14-01-2020,48.20999908,52.42271805,6.155198574
15-01-2020,48.54999924,51.9905014,6.112633705
16-01-2020,49.77000046,52.62560272,6.196269035
17-01-2020,50.93000031,52.57266617,6.204982281
21-01-2020,51.04999924,53.41065216,6.171627045
22-01-2020,51.43000031,55.33361435,6.225640774
23-01-2020,51.70999908,55.85404968,6.294093132
24-01-2020,50.34999847,60.39683151,6.23485136
27-01-2020,49.25999832,57.9446106,5.978965282
28-01-2020,50.52999878,59.37360764,6.172372818
29-01-2020,47.50999832,58.50914764,6.111886501
30-01-2020,48.77999878,58.63264084,6.118607521
31-01-2020,47,56.39212418,5.885124683
03-02-2020,48.02000046,56.82435608,5.982201099
04-02-2020,49.45000076,57.74173355,6.151463985
05-02-2020,49.84000015,59.40007782,6.241821289
06-02-2020,49.31999969,59.47097778,6.328692436
07-02-2020,49.72999954,58.52249146,6.262480736
10-02-2020,52.25999832,58.85046768,6.545747757
11-02-2020,53.79999924,59.75465393,6.668214321
12-02-2020,53.88999939,59.79895782,6.783961296
13-02-2020,54.52999878,59.78125381,6.740150452
14-02-2020,55.31000137,59.63053513,7.213339806
18-02-2020,56.88999939,58.62887573,7.38210535
19-02-2020,58.90000153,59.4887085,7.833390236
20-02-2020,57.27000046,58.01722717,7.684040546
21-02-2020,53.27999878,57.03327179,7.319876671
24-02-2020,49.11999893,54.74627686,6.802378178
25-02-2020,47.56999969,52.94680786,6.522847176
26-02-2020,47.49000168,52.87591171,6.662239552
27-02-2020,44.00999832,49.48971939,6.29138279
28-02-2020,45.47999954,49.21491241,6.726499557
02-03-2020,47.45999908,51.57283783,6.884903908
03-03-2020,46.75,49.61381531,6.62239027
04-03-2020,50.11000061,52.01605606,7.086149216
05-03-2020,48.11000061,50.49137878,6.806697369
06-03-2020,48.59000015,49.4365387,6.626125813
09-03-2020,43.27000046,45.07526398,6.113051414
10-03-2020,45.38000107,47.84981155,6.502589703
11-03-2020,45.70000076,45.79327774,6.138705254
12-03-2020,39.00999832,40.36828613,5.387525558
13-03-2020,43.90000153,48.24869919,5.998481274
16-03-2020,38.70999908,39.54390717,4.891635895
17-03-2020,41.88000107,44.39270782,5.411435604
18-03-2020,39.11999893,42.20320892,5.05153656
19-03-2020,39.81999969,40.72286606,5.304338455
20-03-2020,39.61000061,40.62535477,5.124512196
23-03-2020,41.63999939,43.94949341,5.297362804
24-03-2020,46.22000122,46.44924164,6.206201553
25-03-2020,44.63000107,45.43870163,6.117534637
26-03-2020,47.5,49.23265076,6.40694809
27-03-2020,46.58000183,46.42264938,6.294620514
30-03-2020,47.86000061,49.18832779,6.614917278
31-03-2020,45.47999954,47.97391129,6.565353394
01-04-2020,43.65999985,45.98829651,6.054023266
02-04-2020,44.49000168,48.1777916,6.362864017
03-04-2020,42.59000015,47.98277283,6.074944019
06-04-2020,47.52000046,51.79444885,6.684905052
07-04-2020,47.56000137,51.76785278,6.45153141
08-04-2020,48.79000092,52.28198242,6.648790359
09-04-2020,48.38000107,50.65093994,6.549165726
13-04-2020,50.93999863,52.03378677,6.721019268
14-04-2020,54.93000031,53.77119827,7.072201729
15-04-2020,54.99000168,52.18447876,6.994742393
16-04-2020,56.95000076,53.88643646,7.33994627
17-04-2020,56.59999847,53.50527191,7.280669212
20-04-2020,56.97000122,52.45927048,7.149411678
21-04-2020,52.91999817,49.95952606,6.71255064
22-04-2020,55.91999817,53.27479172,7.126995564
23-04-2020,55.90000153,52.33517456,7.073696613
24-04-2020,56.18000031,52.5301857,7.212673187
27-04-2020,56.49000168,52.7163353,7.399223328
28-04-2020,55.50999832,52.07810974,7.256758213
29-04-2020,53.65999985,54.78173065,7.433594227
30-04-2020,52.38999939,53.16842651,7.279672623
01-05-2020,49.88000107,50.94347,7.043060303
04-05-2020,52.56000137,51.40441513,7.255013943
05-05-2020,52.18999863,52.07810974,7.316035271
06-05-2020,52.15999985,52.75560379,7.416906834
07-05-2020,51.95000076,52.74669266,7.593244553
08-05-2020,53.18999863,53.19240952,7.783281803
11-05-2020,55.74000168,53.60247421,8.035337448
12-05-2020,53.75999832,52.05135727,7.773318768
13-05-2020,52.18000031,51.47192383,7.750902653
14-05-2020,54.50999832,52.66646194,8.000465393
15-05-2020,54.20000076,51.95330048,8.458995819
18-05-2020,54.59000015,53.41526413,8.717521667
19-05-2020,55.47000122,53.74510193,8.772564888
20-05-2020,56.38999939,56.25005722,8.936451912
21-05-2020,54.65000153,55.25163651,8.742432594
22-05-2020,55.16999817,55.50123978,8.992490768
26-05-2020,53.18999863,55.57256317,8.685146332
27-05-2020,52.74000168,56.6601181,8.493366241
28-05-2020,51.74000168,55.00203705,8.45526123
29-05-2020,53.79999924,56.09851074,8.842306137
01-06-2020,53.63000107,55.14466858,8.773313522
02-06-2020,53.54000092,55.37644196,8.792244911
03-06-2020,52.72999954,55.20707321,8.736703873
04-06-2020,52.63000107,56.13417816,8.737699509
05-06-2020,53.09999847,57.35544205,8.890694618
08-06-2020,52.97000122,56.75817871,8.776070595
09-06-2020,56.38999939,56.19657516,9.016280174
10-06-2020,57.43999863,56.93647003,9.335977554
11-06-2020,52.83000183,53.21915054,8.767351151
12-06-2020,53.5,52.88931656,8.903155327
15-06-2020,54.68000031,53.57572556,9.143614769
16-06-2020,54.45999908,53.84316635,9.038705826
17-06-2020,54.54999924,53.92338943,9.205657959
18-06-2020,54.04000092,53.55790329,9.187716484
19-06-2020,54.22999954,53.14783478,9.230822563
22-06-2020,54.75999832,53.56681824,9.495451927
23-06-2020,53.99000168,53.41526413,9.418953896
24-06-2020,52.38999939,52.67536926,9.205158234
25-06-2020,51.93000031,52.15833282,9.458820343
26-06-2020,50.09999847,51.25797653,9.124920845
29-06-2020,50.27999878,51.94438934,9.169775009
30-06-2020,52.61000061,53.33503723,9.466546059
01-07-2020,52.58000183,52.42576599,9.498689651
02-07-2020,52.34000015,52.71103668,9.580668449
06-07-2020,53.40000153,53.07652664,9.80692482
07-07-2020,52.93000031,51.98004913,9.839317322
08-07-2020,53.43000031,52.2474823,10.18243599
09-07-2020,57.25999832,52.07810974,10.47447395
10-07-2020,55.88000107,53.06760025,10.4448204
13-07-2020,53.59000015,52.22072983,10.01922512
14-07-2020,54.72000122,52.57730484,10.34291077
15-07-2020,55.34000015,52.62188721,10.19364738
16-07-2020,54.91999817,52.71994019,10.10145473
17-07-2020,55.04000092,53.4865799,10.16798401
20-07-2020,57.45999908,54.51174164,10.47621822
21-07-2020,57,54.11059189,10.29456711
22-07-2020,61.79000092,54.42259979,10.40445518
23-07-2020,59.56999969,53.84316635,10.09647274
24-07-2020,69.40000153,45.0981102,10.16100693
27-07-2020,68.97000122,44.18883514,10.3872633
28-07-2020,67.61000061,43.89465332,10.18193722
29-07-2020,76.08999634,42.85167313,10.43111801
30-07-2020,78.19999695,42.78036118,10.57913113
31-07-2020,77.43000031,42.54858017,10.57987881
03-08-2020,77.66999817,43.05670166,10.97407818
04-08-2020,85.04000092,43.79659653,11.1908617
05-08-2020,85.30999756,43.60939407,11.24967003
06-08-2020,86.70999908,43.59144211,11.29825974
07-08-2020,84.84999847,43.10679245,11.16270256
10-08-2020,82.23999786,44.17481613,11.12831974
11-08-2020,76.87999725,43.25040054,10.8143568
12-08-2020,82.61000061,44.14789581,11.40266609
13-08-2020,81.83999634,43.58247375,11.40540886
14-08-2020,81.30000305,43.87864685,11.52600956
17-08-2020,82.41999817,43.91454315,12.29646969
18-08-2020,81.66000366,43.66324997,12.22046947
19-08-2020,81.08999634,43.37604904,12.09862041
20-08-2020,82.76999664,44.12994766,12.10111237
21-08-2020,83.80999756,44.22867203,12.6418314
24-08-2020,83.08000183,44.1030159,12.67846012
25-08-2020,86.34999847,44.36329651,12.70811081
26-08-2020,86.01999664,44.47099686,12.73103619
27-08-2020,83.80000305,44.33637238,12.58676243
28-08-2020,85.55000305,45.26078796,13.10455704
31-08-2020,90.81999969,45.72748947,13.33055973
01-09-2020,92.18000031,45.58389282,13.77971458
02-09-2020,90.22000122,46.89423752,14.30364513
03-09-2020,82.54000092,45.22488785,12.97662163
04-09-2020,82.01000214,44.94666672,12.584795
08-09-2020,78.69000244,43.89659119,11.87741661
09-09-2020,81.91000366,44.53381729,12.67702007
10-09-2020,78.98000336,43.94146347,12.27497482
11-09-2020,76.33999634,44.22867203,12.12816429
14-09-2020,77.90000153,44.34534454,12.83379936
15-09-2020,78.93000031,44.87486267,12.95219421
16-09-2020,76.66000366,45.20693588,12.47711754
17-09-2020,76.55000305,45.1620636,12.42626953
18-09-2020,74.93000031,44.77613831,12.15284157
21-09-2020,77.94000244,44.62356949,12.47986031
22-09-2020,77.69999695,44.82998657,12.59999943
23-09-2020,74.73000336,43.81581497,12.087533
24-09-2020,75.81999969,44.12097549,12.31111336
25-09-2020,78.05999756,44.82101059,12.83529377
28-09-2020,79.48000336,46.15828705,12.99606228
29-09-2020,81.76999664,45.94289017,13.18624401
30-09-2020,81.98999786,46.47241974,13.49008465
01-10-2020,84.86000061,46.88526917,13.57383347
02-10-2020,81.80000305,45.78134155,13.02323151
05-10-2020,86.15000153,46.39163589,13.60174942
06-10-2020,84.48000336,46.10443497,13.69546604
07-10-2020,86.69000244,47.27118683,13.92228794
08-10-2020,86.51000214,47.89943314,13.79741096
09-10-2020,83.09999847,47.4058075,13.72164059
12-10-2020,84.29000092,48.35715103,14.18350601
13-10-2020,85.27999878,48.31227875,14.20569038
14-10-2020,84.20999908,48.06098175,14.05314636
15-10-2020,83.12999725,48.3302269,13.92826843
16-10-2020,83.16999817,48.60845947,13.77024174
19-10-2020,82,48.9854126,13.45743275
20-10-2020,81.55999756,47.95328522,13.60474014
21-10-2020,79.19999695,48.01610947,13.4843483
22-10-2020,79.41999817,48.37510681,13.32108784
23-10-2020,81.95999908,43.25937653,13.54965401
26-10-2020,82.23000336,41.93107986,13.10199451
27-10-2020,78.87999725,40.96177673,13.35673141
28-10-2020,76.40000153,39.71425629,12.58928204
29-10-2020,78.01999664,39.5886116,12.98509693
30-10-2020,75.29000092,39.74118042,12.496562
02-11-2020,74.69999695,39.90273285,12.54316998
03-11-2020,76.58000183,40.25275421,12.98060894
04-11-2020,81.34999847,41.01563644,13.75304508
05-11-2020,83,41.29587936,14.11770153
06-11-2020,85.87999725,41.03370667,14.51850033
09-11-2020,83.12000275,41.2235527,13.59003353
10-11-2020,77.98999786,41.07891083,12.73185444
11-11-2020,81.27999878,41.90156555,13.37791824
12-11-2020,81.83999634,40.63593674,13.41655445
13-11-2020,81.43000031,41.09698868,13.2572813
16-11-2020,83.73000336,41.75692749,13.47487926
17-11-2020,83.36000061,41.16027451,13.38215256
18-11-2020,82.54000092,40.73538208,13.38863659
19-11-2020,85.54000092,41.24163437,13.40009975
20-11-2020,84.63999939,41.03370667,13.04865551
23-11-2020,85.30999756,41.63940811,13.10075092
24-11-2020,85.06999969,42.49822998,12.91904449
25-11-2020,86.70999908,42.53439331,13.19521618
27-11-2020,87.19000244,42.89599991,13.22163582
30-11-2020,92.66000366,43.70962906,13.36146927
01-12-2020,92.62999725,44.8034935,13.35000229
02-12-2020,93.73999786,45.11087036,13.50404072
03-12-2020,92.30999756,46.09625244,13.35992718
04-12-2020,94.04000092,47.00028229,13.52174377
