Date,Close
02-01-2020,53.66646957
03-01-2020,53.01371384
06-01-2020,52.86376572
07-01-2020,51.98167038
08-01-2020,52.01695633
09-01-2020,52.30804443
10-01-2020,51.9905014
13-01-2020,52.5638504
14-01-2020,52.42271805
15-01-2020,51.9905014
16-01-2020,52.62560272
17-01-2020,52.57266617
21-01-2020,53.41065216
22-01-2020,55.33361435
23-01-2020,55.85404968
24-01-2020,60.39683151
27-01-2020,57.9446106
28-01-2020,59.37360764
29-01-2020,58.50914764
30-01-2020,58.63264084
31-01-2020,56.39212418
03-02-2020,56.82435608
04-02-2020,57.74173355
05-02-2020,59.40007782
06-02-2020,59.47097778
07-02-2020,58.52249146
10-02-2020,58.85046768
11-02-2020,59.75465393
12-02-2020,59.79895782
13-02-2020,59.78125381
14-02-2020,59.63053513
18-02-2020,58.62887573
19-02-2020,59.4887085
20-02-2020,58.01722717
21-02-2020,57.03327179
24-02-2020,54.74627686
25-02-2020,52.94680786
26-02-2020,52.87591171
27-02-2020,49.48971939
28-02-2020,49.21491241
02-03-2020,51.57283783
03-03-2020,49.61381531
04-03-2020,52.01605606
05-03-2020,50.49137878
06-03-2020,49.4365387
09-03-2020,45.07526398
10-03-2020,47.84981155
11-03-2020,45.79327774
12-03-2020,40.36828613
13-03-2020,48.24869919
16-03-2020,39.54390717
17-03-2020,44.39270782
18-03-2020,42.20320892
19-03-2020,40.72286606
20-03-2020,40.62535477
23-03-2020,43.94949341
24-03-2020,46.44924164
25-03-2020,45.43870163
26-03-2020,49.23265076
27-03-2020,46.42264938
30-03-2020,49.18832779
31-03-2020,47.97391129
01-04-2020,45.98829651
02-04-2020,48.1777916
03-04-2020,47.98277283
06-04-2020,51.79444885
07-04-2020,51.76785278
08-04-2020,52.28198242
09-04-2020,50.65093994
13-04-2020,52.03378677
14-04-2020,53.77119827
15-04-2020,52.18447876
16-04-2020,53.88643646
17-04-2020,53.50527191
20-04-2020,52.45927048
21-04-2020,49.95952606
22-04-2020,53.27479172
23-04-2020,52.33517456
24-04-2020,52.5301857
27-04-2020,52.7163353
28-04-2020,52.07810974
29-04-2020,54.78173065
30-04-2020,53.16842651
01-05-2020,50.94347
04-05-2020,51.40441513
05-05-2020,52.07810974
06-05-2020,52.75560379
07-05-2020,52.74669266
08-05-2020,53.19240952
11-05-2020,53.60247421
12-05-2020,52.05135727
13-05-2020,51.47192383
14-05-2020,52.66646194
15-05-2020,51.95330048
18-05-2020,53.41526413
19-05-2020,53.74510193
20-05-2020,56.25005722
21-05-2020,55.25163651
22-05-2020,55.50123978
26-05-2020,55.57256317
27-05-2020,56.6601181
28-05-2020,55.00203705
29-05-2020,56.09851074
01-06-2020,55.14466858
02-06-2020,55.37644196
03-06-2020,55.20707321
04-06-2020,56.13417816
05-06-2020,57.35544205
08-06-2020,56.75817871
09-06-2020,56.19657516
10-06-2020,56.93647003
11-06-2020,53.21915054
12-06-2020,52.88931656
15-06-2020,53.57572556
16-06-2020,53.84316635
17-06-2020,53.92338943
18-06-2020,53.55790329
19-06-2020,53.14783478
22-06-2020,53.56681824
23-06-2020,53.41526413
24-06-2020,52.67536926
25-06-2020,52.15833282
26-06-2020,51.25797653
29-06-2020,51.94438934
30-06-2020,53.33503723
01-07-2020,52.42576599
02-07-2020,52.71103668
06-07-2020,53.07652664
07-07-2020,51.98004913
08-07-2020,52.2474823
09-07-2020,52.07810974
10-07-2020,53.06760025
13-07-2020,52.22072983
14-07-2020,52.57730484
15-07-2020,52.62188721
16-07-2020,52.71994019
17-07-2020,53.4865799
20-07-2020,54.51174164
21-07-2020,54.11059189
22-07-2020,54.42259979
23-07-2020,53.84316635
24-07-2020,45.0981102
27-07-2020,44.18883514
28-07-2020,43.89465332
29-07-2020,42.85167313
30-07-2020,42.78036118
31-07-2020,42.54858017
03-08-2020,43.05670166
04-08-2020,43.79659653
05-08-2020,43.60939407
06-08-2020,43.59144211
07-08-2020,43.10679245
10-08-2020,44.17481613
11-08-2020,43.25040054
12-08-2020,44.14789581
13-08-2020,43.58247375
14-08-2020,43.87864685
17-08-2020,43.91454315
18-08-2020,43.66324997
19-08-2020,43.37604904
20-08-2020,44.12994766
21-08-2020,44.22867203
24-08-2020,44.1030159
25-08-2020,44.36329651
26-08-2020,44.47099686
27-08-2020,44.33637238
28-08-2020,45.26078796
31-08-2020,45.72748947
01-09-2020,45.58389282
02-09-2020,46.89423752
03-09-2020,45.22488785
04-09-2020,44.94666672
08-09-2020,43.89659119
09-09-2020,44.53381729
10-09-2020,43.94146347
11-09-2020,44.22867203
14-09-2020,44.34534454
15-09-2020,44.87486267
16-09-2020,45.20693588
17-09-2020,45.1620636
18-09-2020,44.77613831
21-09-2020,44.62356949
22-09-2020,44.82998657
23-09-2020,43.81581497
24-09-2020,44.12097549
25-09-2020,44.82101059
28-09-2020,46.15828705
29-09-2020,45.94289017
30-09-2020,46.47241974
01-10-2020,46.88526917
02-10-2020,45.78134155
05-10-2020,46.39163589
06-10-2020,46.10443497
07-10-2020,47.27118683
08-10-2020,47.89943314
09-10-2020,47.4058075
12-10-2020,48.35715103
13-10-2020,48.31227875
14-10-2020,48.06098175
15-10-2020,48.3302269
16-10-2020,48.60845947
19-10-2020,48.9854126
20-10-2020,47.95328522
21-10-2020,48.01610947
22-10-2020,48.37510681
23-10-2020,43.25937653
26-10-2020,41.93107986
27-10-2020,40.96177673
28-10-2020,39.71425629
29-10-2020,39.5886116
30-10-2020,39.74118042
02-11-2020,39.90273285
03-11-2020,40.25275421
04-11-2020,41.01563644
05-11-2020,41.29587936
06-11-2020,41.03370667
09-11-2020,41.2235527
10-11-2020,41.07891083
11-11-2020,41.90156555
12-11-2020,40.63593674
13-11-2020,41.09698868
16-11-2020,41.75692749
17-11-2020,41.16027451
18-11-2020,40.73538208
19-11-2020,41.24163437
20-11-2020,41.03370667
23-11-2020,41.63940811
24-11-2020,42.49822998
25-11-2020,42.53439331
27-11-2020,42.89599991
30-11-2020,43.70962906
01-12-2020,44.8034935
02-12-2020,45.11087036
03-12-2020,46.09625244
04-12-2020,47.00028229
07-12-2020,45.38206863
08-12-2020,45.82504272
09-12-2020,45.26455307
10-12-2020,45.43630219
11-12-2020,44.95718384
14-12-2020,45.62616348
15-12-2020,45.80695343
16-12-2020,46.21377182
17-12-2020,45.78887939
18-12-2020,42.90504074
21-12-2020,41.91061401
22-12-2020,41.73884964
23-12-2020,42.10045624
24-12-2020,42.55246735
28-12-2020,42.55246735
29-12-2020,44.64980316
30-12-2020,44.0712471
31-12-2020,45.03853989
04-01-2021,44.90293503
05-01-2021,45.75272751
06-01-2021,46.19569778
07-01-2021,47.18107986
08-01-2021,46.69290924
11-01-2021,46.59347153
12-01-2021,48.13030624
13-01-2021,51.48424149
14-01-2021,53.56349945
15-01-2021,52.05377579
19-01-2021,52.42443466
20-01-2021,53.03915787
21-01-2021,56.46541595
22-01-2021,51.2220726
25-01-2021,50.11916351
26-01-2021,49.91123581
27-01-2021,48.44671631
28-01-2021,50.68870544
29-01-2021,50.1824379
01-02-2021,51.24918747
02-02-2021,52.43346024
03-02-2021,52.1441803
04-02-2021,53.47025681
05-02-2021,52.91545105
08-02-2021,53.8067627
09-02-2021,53.46115494
10-02-2021,53.53392029
11-02-2021,55.17103958
12-02-2021,56.21697998
16-02-2021,56.81725693
17-02-2021,56.25336075
18-02-2021,56.03507614
19-02-2021,57.30839157
22-02-2021,55.21651459
23-02-2021,55.58940506
24-02-2021,57.47210312
25-02-2021,54.93456268
26-02-2021,55.28017426
01-03-2021,57.19015884
02-03-2021,55.69856262
03-03-2021,54.47981262
04-03-2021,53.05187988
05-03-2021,55.24380112
08-03-2021,54.43432999
09-03-2021,56.99915314
10-03-2021,56.6171608
11-03-2021,57.58124542
12-03-2021,57.20834732
15-03-2021,58.01781082
16-03-2021,58.91823578
17-03-2021,59.82774353
18-03-2021,57.96324539
19-03-2021,57.99052811
22-03-2021,59.69131088
23-03-2021,57.73586273
24-03-2021,56.42616653
25-03-2021,56.40797424
26-03-2021,59.00008392
29-03-2021,58.66357422
30-03-2021,57.9996109
31-03-2021,58.20881271
01-04-2021,58.70904541
05-04-2021,60.51897812
06-04-2021,59.62765121
07-04-2021,60.25522232
08-04-2021,60.98282623
09-04-2021,62.08332062
12-04-2021,59.49121857
13-04-2021,59.31842041
14-04-2021,58.38161469
15-04-2021,59.13650513
16-04-2021,58.89094543
19-04-2021,57.87229156
20-04-2021,57.02644348
21-04-2021,57.93596268
22-04-2021,56.90820694
23-04-2021,53.87953568
26-04-2021,53.44296265
27-04-2021,52.72444534
28-04-2021,52.40611267
29-04-2021,53.00639343
30-04-2021,52.3242569
03-05-2021,52.07869339
04-05-2021,51.75127029
05-05-2021,51.7057991
06-05-2021,52.335392
07-05-2021,52.77464676
10-05-2021,51.21895599
11-05-2021,50.36789703
12-05-2021,49.06843185
13-05-2021,49.4253273
14-05-2021,50.65159225
17-05-2021,50.63328171
18-05-2021,50.1848793
19-05-2021,50.66072845
20-05-2021,51.20064926
21-05-2021,51.31962585
24-05-2021,52.12491608
25-05-2021,52.04255676
26-05-2021,52.08831787
27-05-2021,52.8295517
28-05-2021,52.2713356
01-06-2021,52.06085968
02-06-2021,52.60077286
03-06-2021,51.46604156
04-06-2021,52.50011444
07-06-2021,52.24387741
08-06-2021,52.16152573
09-06-2021,52.16152573
10-06-2021,52.50926208
11-06-2021,52.9393692
14-06-2021,53.25051117
15-06-2021,53.06748962
16-06-2021,52.36285019
17-06-2021,52.32624054
18-06-2021,50.94441986
21-06-2021,51.12744141
22-06-2021,51.12744141
23-06-2021,50.5692215
24-06-2021,51.31046677
25-06-2021,51.16404724
28-06-2021,52.60077286
29-06-2021,51.93274689
30-06-2021,51.37452316
01-07-2021,51.2555542
02-07-2021,51.94189835
06-07-2021,51.32876968
07-07-2021,51.20980072
08-07-2021,50.68819427
09-07-2021,51.23726273
12-07-2021,51.91444397
13-07-2021,52.04255676
14-07-2021,51.72227478
15-07-2021,51.07253647
16-07-2021,50.30383301
19-07-2021,50.00185394
20-07-2021,50.55091858
21-07-2021,51.45688248
22-07-2021,51.20980072
23-07-2021,48.50106049
26-07-2021,49.69987106
27-07-2021,48.66579437
28-07-2021,48.56512451
29-07-2021,49.14163971
30-07-2021,49.15995026
02-08-2021,49.12334824
03-08-2021,49.47108841
04-08-2021,49.32466507
05-08-2021,49.63599014
06-08-2021,49.66361618
09-08-2021,49.78335571
10-08-2021,49.68204117
11-08-2021,49.86624908
12-08-2021,49.31360626
13-08-2021,49.26755524
16-08-2021,49.24913025
17-08-2021,48.53071594
18-08-2021,48.07017899
19-08-2021,48.30044556
20-08-2021,47.90438843
23-08-2021,49.0280838
24-08-2021,49.56230164
25-08-2021,49.56230164
26-08-2021,48.93598175
27-08-2021,49.63599014
30-08-2021,49.68204117
31-08-2021,49.79256821
01-09-2021,49.43334579
02-09-2021,49.48861313
03-09-2021,49.28598404
07-09-2021,49.41493607
08-09-2021,49.34124374
09-09-2021,49.18466568
10-09-2021,49.58993149
13-09-2021,50.64915466
14-09-2021,50.216259
15-09-2021,50.76889038
16-09-2021,50.50178146
17-09-2021,49.97677994
20-09-2021,48.79781723
21-09-2021,48.69649887
22-09-2021,49.27677155
23-09-2021,49.76493454
24-09-2021,49.93993759
27-09-2021,50.34519958
28-09-2021,49.73730087
29-09-2021,49.26755524
30-09-2021,49.07413864
01-10-2021,49.60835266
04-10-2021,49.24913025
05-10-2021,49.69124603
06-10-2021,49.71888351
07-10-2021,49.90308762
08-10-2021,49.56230164
11-10-2021,49.22150803
12-10-2021,48.05175781
13-10-2021,48.13465118
14-10-2021,49.64519501
15-10-2021,50.16099548
18-10-2021,50.17020798
19-10-2021,50.85178375
20-10-2021,50.99914932
21-10-2021,51.579422
22-10-2021,45.55568695
25-10-2021,45.50963211
26-10-2021,44.46883392
27-10-2021,44.10961914
28-10-2021,44.28461838
29-10-2021,45.13199997
01-11-2021,45.63858032
02-11-2021,45.92411041
03-11-2021,46.41226959
04-11-2021,46.66083908
05-11-2021,47.22659302
08-11-2021,47.81088638
09-11-2021,47.48627853
10-11-2021,47.07819366
11-11-2021,46.86487579
12-11-2021,46.66083908
15-11-2021,46.67010498
16-11-2021,46.93907547
17-11-2021,46.58663177
18-11-2021,46.07652664
19-11-2021,45.92813873
22-11-2021,46.21565247
23-11-2021,45.53860092
24-11-2021,46.15072632
26-11-2021,45.24180984
29-11-2021,46.37331772
30-11-2021,45.63134766
01-12-2021,45.07486343
02-12-2021,45.90958405
03-12-2021,45.67771912
06-12-2021,47.29151917
07-12-2021,48.7569046
08-12-2021,47.9963913
09-12-2021,46.81850052
10-12-2021,46.92052841
13-12-2021,46.37331772
14-12-2021,46.09507751
15-12-2021,46.99471664
16-12-2021,47.14311981
17-12-2021,46.94834518
20-12-2021,46.00233078
21-12-2021,47.08746338
22-12-2021,47.27296448
